StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q6A1,Q6A3,Q6A3_1_TEXT,Q138,Q138_4_TEXT,Q6A2,Q41_1,Q41_2,Q78,Q78_9_TEXT,Q1F4,Q4A1,Q40_1,Q40_2,Q40_3,Q40_4,Q40_5,Q5A1,HH1,Q1A1,Q122,Q1A2,Q1A2_1_TEXT,Q1A3,Q1A3_3_TEXT,Q1A4a,Q1A4b,Q1A5a,Q1A5a_1_TEXT,Q1A5b,Q1A5b_1_TEXT,Q65,Q65_1_TEXT,Q1B6,Q80,Q80_1_TEXT,Q80_2_TEXT,Q4B1,Q4B1_1_TEXT,Q4D1,Q4D2,Q2,Q3,Q4,Q5,Q6E1a,Q6E1b,Q6E1c,Q6E1d,Q6E1e,Q6E1g,Q1E1,Q1E2a,Q1E2f,Q1C1a,Q131,Q2A1a,Q2A1b,Q2A2,Q2A3,Q2A5,Q2A6,Q5A2,Q141,Q5B1,Q5B2a,Q5B2a_101_TEXT,Q145,Q145_5_TEXT,Q5B3,Q5B3_101_TEXT,Q252,Q252_11_TEXT,Q249,Q250,Q251,Q251_10_TEXT,Q137,Q5B2a_6_TEXT - Actionability,Q5B2a_6_TEXT - Effort,Q5B2a_6_TEXT - Effort Numeric,Q5B2a_6_TEXT - Emotion Intensity,Q5B2a_6_TEXT - Emotion,Q5B2a_6_TEXT - Parent Topics,Q5B2a_6_TEXT - Sentiment Polarity,Q5B2a_6_TEXT - Sentiment Score,Q5B2a_6_TEXT - Sentiment,Q5B2a_6_TEXT - Topic Sentiment Label,Q5B2a_6_TEXT - Topic Sentiment Score,Q5B2a_6_TEXT - Topics,Q5B3_6_TEXT - Actionability,Q5B3_6_TEXT - Effort,Q5B3_6_TEXT - Effort Numeric,Q5B3_6_TEXT - Emotion Intensity,Q5B3_6_TEXT - Emotion,Q5B3_6_TEXT - Parent Topics,Q5B3_6_TEXT - Sentiment Polarity,Q5B3_6_TEXT - Sentiment Score,Q5B3_6_TEXT - Sentiment,Q5B3_6_TEXT - Topic Sentiment Label,Q5B3_6_TEXT - Topic Sentiment Score,Q5B3_6_TEXT - Topics,Q249 - Actionability,Q249 - Effort,Q249 - Effort Numeric,Q249 - Emotion Intensity,Q249 - Emotion,Q249 - Parent Topics,Q249 - Sentiment Polarity,Q249 - Sentiment Score,Q249 - Sentiment,Q249 - Topic Sentiment Label,Q249 - Topic Sentiment Score,Q249 - Topics,Q250 - Actionability,Q250 - Effort,Q250 - Effort Numeric,Q250 - Emotion Intensity,Q250 - Emotion,Q250 - Parent Topics,Q250 - Sentiment Polarity,Q250 - Sentiment Score,Q250 - Sentiment,Q250 - Topic Sentiment Label,Q250 - Topic Sentiment Score,Q250 - Topics,Q251_10_TEXT - Actionability,Q251_10_TEXT - Effort,Q251_10_TEXT - Effort Numeric,Q251_10_TEXT - Emotion Intensity,Q251_10_TEXT - Emotion,Q251_10_TEXT - Parent Topics,Q251_10_TEXT - Sentiment Polarity,Q251_10_TEXT - Sentiment Score,Q251_10_TEXT - Sentiment,Q251_10_TEXT - Topic Sentiment Label,Q251_10_TEXT - Topic Sentiment Score,Q251_10_TEXT - Topics,Q145_5_TEXT - Actionability,Q145_5_TEXT - Effort,Q145_5_TEXT - Effort Numeric,Q145_5_TEXT - Emotion Intensity,Q145_5_TEXT - Emotion,Q145_5_TEXT - Parent Topics,Q145_5_TEXT - Sentiment Polarity,Q145_5_TEXT - Sentiment Score,Q145_5_TEXT - Sentiment,Q145_5_TEXT - Topic Sentiment Label,Q145_5_TEXT - Topic Sentiment Score,Q145_5_TEXT - Topics,Q78_9_TEXT - Actionability,Q78_9_TEXT - Effort,Q78_9_TEXT - Effort Numeric,Q78_9_TEXT - Emotion Intensity,Q78_9_TEXT - Emotion,Q78_9_TEXT - Parent Topics,Q78_9_TEXT - Sentiment Polarity,Q78_9_TEXT - Sentiment Score,Q78_9_TEXT - Sentiment,Q78_9_TEXT - Topic Sentiment Label,Q78_9_TEXT - Topic Sentiment Score,Q78_9_TEXT - Topics,Q4B1_8_TEXT - Actionability,Q4B1_8_TEXT - Effort,Q4B1_8_TEXT - Effort Numeric,Q4B1_8_TEXT - Emotion Intensity,Q4B1_8_TEXT - Emotion,Q4B1_8_TEXT - Parent Topics,Q4B1_8_TEXT - Sentiment Polarity,Q4B1_8_TEXT - Sentiment Score,Q4B1_8_TEXT - Sentiment,Q4B1_8_TEXT - Topic Sentiment Label,Q4B1_8_TEXT - Topic Sentiment Score,Q4B1_8_TEXT - Topics,Q5B2a_6_TEXT - Topic Hierarchy Level 1,Q251_10_TEXT - Topic Hierarchy Level 1,Q249 - Topic Hierarchy Level 1,Q250 - Topic Hierarchy Level 1,Q4B1_8_TEXT - Topic Hierarchy Level 1,Q78_9_TEXT - Topic Hierarchy Level 1,Q5B3_6_TEXT - Topic Hierarchy Level 1,Q145_5_TEXT - Topic Hierarchy Level 1
10/12/24 7:29,10/12/24 7:42,IP Address,174.212.164.138,100,820,TRUE,10/12/24 7:42,R_5P5dPbB8vtCMNKX,,,,,36.1671,-86.7861,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,5,,,No,Often true,Never true,"I feel uncomfortable asking for help.,I do not face any challenges",,A vehicle owned by you or a household member,Very good,Never,Some months,Never,Some months,Never,No,1,No one in the household under age 18,No one in the household over age 60,Enter your age in years:,70,A woman,,No,Black or African American,Enter zip code (5 digit),37066,,,Enter county,Summer ,College 4 years or more (College graduate),"Yes, and my first name and email address is:",,Monica Cupcake_kgirl@yahoo.com,High blood pressure / hypertension,,No,Yes,None,None,Never,Sometimes,Yes,No,No,Yes,No,No,No,Not at all,Completely,"$2,000 â€“ $2,999",Not working/unemployed,A place you own,,Yes,"Yes, living/staying here",No,No,,No,No,I have not applied because I don't think I am eligible.,,,,,,None,,Stressful,Canâ€™t pay my Tithes and money donâ€™t last full month.,"Being able to save money and pass it on to my family,Affordable health care,Reducing racism and discrimination",,,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Medium,Frustration,,0,-1,Negative,,,Unknown,response needed,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/24 7:11,10/12/24 7:46,IP Address,174.212.100.118,100,2054,TRUE,10/12/24 7:46,R_3eKodNrDFjl2Y49,,,,,36.0711,-86.7196,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,12,,,No,Sometimes true,Sometimes true,"The places where I can receive free groceries are not open during the times or days that I need,The locations are too far away from me or inconvenient for me to visit",,A vehicle owned by you or a household member,Very good,Never,Never,Never,Never,Never,No,2,No one in the household under age 18,2,Enter your age in years:,65,A man,,No,Black or African American,Enter zip code (5 digit),37148,,,Enter county,Sumner ,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and email address is:",,Purnelljoel@yahoo.com,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension",,No,No,None,None,Never,Never,No,No,No,No,No,No,No,Somewhat,Somewhat,"$4,000 or more",Not working/unemployed,A place you own,,Yes,"Yes, living/staying here",No,No,,No,No,I have never heard of SNAP or food stamps before.,,,,,,"Housing/utility assistance or referrals,Employment assistance (for example, job training or resume writing)",,Great ,I have peace in my life with Jesus Christ,Being able to save money and pass it on to my family,,Trust God and everything,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,2,Very Positive,,,Unknown,other,Neutral,0,Low,Joy,,0,1,Positive,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/24 7:23,10/12/24 7:47,IP Address,174.235.49.118,100,1405,TRUE,10/12/24 7:47,R_1fflmMom3aM36G3,,,,,34.0021,-81.0423,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,12,,,No,Often true,Often true,I do not face any challenges,,A vehicle owned by you or a household member,Fair,Some months,1 or 2 times per year,Some months,Some months,Never,No,3,1,No one in the household over age 60,Enter your age in years:,59,A woman,,No,White,Enter zip code (5 digit),37066,,,Enter county,Sumner,Grade 12 or GED (High school graduate),"Yes, and my first name and email address is:",,Jennifer   jenniferhunt@rocketmail.com,Other,Lupus,No,No,None,None,Sometimes,Sometimes,No,No,Yes,Yes,Yes,Yes,No,Not at all,Somewhat,"$1,000 â€“ $1,999",Not working/unemployed,A place you own,,Yes,"Yes, living/staying here",No,No,,No,Yes,,,My income or resources were too high.,,,,None,,Peace,Received help so I donâ€™t have to worry ,"Healthy and affordable food,Being able to save money and pass it on to my family,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,Feed Sumner is awesome ,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,
10/12/24 7:58,10/12/24 8:12,IP Address,174.238.161.133,100,819,TRUE,10/12/24 8:12,R_58WvCCcwkLhli7f,,,,,36.1723,-86.6608,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,5,,,No,Often true,Often true,"I do not have easy access to a car or public transit, I can't afford gas or bus fare, or I have trouble carrying my food home",,A vehicle owned by you or a household member,Poor,Every month,Every month,Every month,Every month,Never,No,6,1,,Enter your age in years:,47,A woman,,No,White,Enter zip code (5 digit),37066,,,Enter county,Davidson ,Grades 9 through 11 (Some high school),"Yes, and my first name and phone number is:",Jacquline 9012840917,,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension,Heart disease / stroke",,No,No,4 to 5 times,8 to 9 times,Rarely,Rarely,Yes,Yes,No,Yes,Yes,Yes,Yes,Not at all,Completely,"$2,000 â€“ $2,999",Not working/unemployed,A place you rent,,Yes,"No, living somewhere else ",No,No,,Yes,,,,,,I started receiving more income and didnâ€™t qualify anymore.,,"Nutrition education,Cooking lessons,Housing/utility assistance or referrals,Health care services or health screenings,Transportation assistance (for example, bus vouchers or free rides),Mental health assistance or referrals,Financial planning or budgeting assistance,Help signing up for food assistance programs like SNAP (food stamps) or WIC,Help signing up for other assistance programs like public housing or Families First (TANF)",,Struggling ,Iâ€™m struggling with bills and lack money,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable housing in my community",,,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Low,Frustration,,0,-1,Negative,,,Unknown,other,Hard,-1,Low,Frustration,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/24 8:01,10/12/24 8:14,IP Address,172.58.147.224,100,793,TRUE,10/12/24 8:14,R_3jUh3k3gnyqDqJe,,,,,36.0711,-86.7196,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,6,,,No,Sometimes true,Sometimes true,I do not face any challenges,,A vehicle owned by you or a household member,Good,1 or 2 times per year,Some months,Every month,Some months,Never,Yes,4,1,No one in the household over age 60,Enter your age in years:,59,A woman,,No,White,Enter zip code (5 digit),37066,,,Enter county,Sumner,Grades 9 through 11 (Some high school),"Yes, and my first name and email address is:",,Dana  madayna@yahoo.com,None,,Yes,Yes,None,None,Never,Sometimes,No,Yes,No,Yes,Yes,No,No,Not at all,Completely,"$1,000 â€“ $1,999",Prefer not to answer,Someone elseâ€™s place,Other,No,"Yes, living/staying here",No,Don't know,2 weeks,,,,,,,,,None,,Stressful,Just constantly worrying about things in general ,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Better jobs that pay well and offer benefits,Affordable housing in my community,Reducing racism and discrimination",,"No, thank you",,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Medium,Frustration,,0,-1,Negative,,,Unknown,other,Neutral,0,Medium,Fear,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/24 8:13,10/12/24 8:24,IP Address,174.212.169.101,100,637,TRUE,10/12/24 8:24,R_3hz3UTf3U3NXmf2,,,,,35.5019,-85.0173,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,9,,,No,Often true,Sometimes true,I do not face any challenges,,A vehicle owned by you or a household member,Good,Never,Never,Never,Never,Never,No,5,2,No one in the household over age 60,Enter your age in years:,55,A woman,,No,White,Enter zip code (5 digit),37075,,,Enter county,Sumner,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and phone number is:",Tracey 615-877-7577,,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension",,No,Yes,None,None,Never,Rarely,Yes,Yes,No,Yes,Yes,Yes,No,Not at all,Completely,"$3,000 â€“ $3,999",Working for pay full-time (more than 30 hours per week),A place you own,,Yes,"Yes, living/staying here",No,No,,Yes,,,,,,I started receiving more income and didnâ€™t qualify anymore.,,Financial planning or budgeting assistance,,Ok,Could be worse,Something else,Paying off debt,No,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/24 8:05,10/12/24 8:34,IP Address,107.119.69.46,100,1721,TRUE,10/12/24 8:34,R_1Yn43JW2agZClS6,,,,,36.1671,-86.7861,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,8,,,No,Sometimes true,Sometimes true,I do not face any challenges,,A vehicle owned by you or a household member,Good,Never,Never,Never,Never,Never,No,2,No one in the household under age 18,2,Enter your age in years:,75,A man,,No,White,Enter zip code (5 digit),37066,,,Enter county,Sumner,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and phone number is:",  615-944-9403,,Heart disease / stroke,,No,No,None,None,Rarely,Rarely,Yes,No,Yes,Yes,Yes,Yes,No,Somewhat,Somewhat,"$1,000 â€“ $1,999",Not working/unemployed,A place you own,,Yes,"Yes, living/staying here",No,No,,No,No,I have never heard of SNAP or food stamps before.,,,,,,"Health care services or health screenings,Employment assistance (for example, job training or resume writing),Help signing up for food assistance programs like SNAP (food stamps) or WIC,Help signing up for other assistance programs like public housing or Families First (TANF)",,Blessed ,Gods care,Affordable health care,,No,,,,,,,,,,,,,,,,,,,,,,,,,not meaningful message,Neutral,0,Low,Love,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/24 8:03,10/12/24 8:35,IP Address,107.119.69.32,100,1936,TRUE,10/12/24 8:35,R_695Ucof04bL4qIh,,,,,36.1671,-86.7861,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,12,,,No,Often true,Often true,"I do not have easy access to a car or public transit, I can't afford gas or bus fare, or I have trouble carrying my food home,I feel uncomfortable asking for help.,Other",I am disabled and sometimes am required to stand in line which is very painful ,A vehicle owned by you or a household member,Poor,Every month,Every month,Every month,Every month,Never,Yes,6,No one in the household under age 18,2,Enter your age in years:,43,A woman,,No,"White,American Indian or Alaska Native",Enter zip code (5 digit),37087,,,Enter county,Wilson ,Grade 12 or GED (High school graduate),"Yes, and my first name and phone number is:",Amy (615) 593-3122,,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension,Heart disease / stroke,Other","Ehlers Danlos Syndrome, Chiari Malformation, MCAS, Cancer",Yes,Yes,None,None,Often,Often,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all,Completely,"$2,000 â€“ $2,999","Working, but not for pay (taking care of children, volunteering)",Someone elseâ€™s place,Parentâ€™s,Yes,"Yes, living/staying here",No,No,2 weeks,,,,,,,,,"Housing/utility assistance or referrals,Health care services or health screenings",,Challenging ,I am in chronic pain from a disability while being the caregiver to 5 other disabled adults but God helps me find a way even though it's hard ,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Reducing racism and discrimination,Convenient, reliable transportation,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics,Something else",Being able to finish my medical tests so that I will qualify for disability ,I'm not sure of the amount of visits to food banks so I guessed. I apologize if it isn't accurate. Thank you all for what you do. We are so grateful. ,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Low,Frustration,,0,0,Neutral,,,Unknown,other,Neutral,0,Medium,Sadness,,0,0,Mixed,,,Unknown,suggestions,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,other,Very Hard,-2,High,Frustration,,0,-2,Very Negative,,,Unknown,other,Neutral,0,None,None,,0,-2,Very Negative,,,Unknown,,,,,,,,
10/12/24 8:17,10/12/24 8:46,IP Address,174.212.100.72,100,1762,TRUE,10/12/24 8:46,R_1CZcVGSmt7zijLa,,,,,36.0711,-86.7196,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,6,,,No,Often true,Sometimes true,Other,Very appreciative of the food  I received ,A vehicle owned by you or a household member,Fair,Some months,Every month,Every month,Some months,Never,No,2,No one in the household under age 18,2,Enter your age in years:,70,A woman,,No,White,Enter zip code (5 digit),37075,,,Enter county,Sumner County ,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and phone number is:","Janice, 615-866-8880",,Other,Osteoporosis ,No,No,2 to 3 times,1 time,Sometimes,Rarely,Yes,No,No,Yes,Yes,No,Yes,Not at all,Completely,"$2,000 â€“ $2,999",Not working/unemployed,A place you rent,,Don't know,"Yes, living/staying here",No,Not applicable,,No,No,I have not applied because I don't think I am eligible.,,,,,,Housing/utility assistance or referrals,,Broke ,"After paying rent and utilities, car insurance leaves very little money for groceries ","Healthy and affordable food,Affordable housing in my community,Reducing racism and discrimination,Convenient, reliable transportation",,I thank GOD every day for what I do have and for the food that I receive from the food banks. ,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,High,Mixed,,0,2,Very Positive,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,
10/12/24 8:17,10/12/24 8:46,IP Address,166.194.154.102,100,1745,TRUE,10/12/24 8:46,R_1pyDiVLPwneAt9W,,,,,36.0711,-86.7196,qr,EN,I am 18 years or older and agree to begin the survey,No,,,Other,I wasnâ€™t able to due to other engagements and my mother-in-law was told she couldnâ€™t pick it up for me because I didnâ€™t sign/fill out the form,No,Often true,Sometimes true,"I do not know enough places where I can receive free groceries,I feel uncomfortable asking for help.",,A vehicle owned by you or a household member,Good,Some months,Some months,Some months,Some months,Never,No,3,1,No one in the household over age 60,Enter your age in years:,42,A woman,,No,White,Enter zip code (5 digit),37075,,,Enter county,United States of America,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and email address is:",,"Rachel, rachel.ward77@gmail.com",None,,No,Yes,None,None,Sometimes,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not at all,Completely,"$4,000 or more",Working for pay full-time (more than 30 hours per week),A place you rent,,Yes,"Yes, living/staying here",No,No,,No,No,Prefer not to answer,,,,,,None,,Broke,After bills are paid my family barely has enough money to pay for food and gas,"Healthy and affordable food,Being able to save money and pass it on to my family,Better jobs that pay well and offer benefits,Quality education and training",,No thank you,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/24 8:37,10/12/24 8:52,IP Address,172.58.145.144,100,871,TRUE,10/12/24 8:52,R_61t5TAS1DBxW1RT,,,,,36.0711,-86.7196,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,5,,,No,Often true,Often true,"I do not know enough places where I can receive free groceries,I feel uncomfortable asking for help.",,A vehicle owned by you or a household member,Fair,Some months,Every month,Every month,Every month,Never,No,2,No one in the household under age 18,No one in the household over age 60,Enter your age in years:,46,A woman,,No,Black or African American,Enter zip code (5 digit),37066,,,Enter county,Sumner,College 1 year to 3 years (Some college or technical school),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/24 8:42,10/12/24 8:58,IP Address,174.238.169.105,100,955,TRUE,10/12/24 8:58,R_5iEiNdKcVE2YlXC,,,,,36.1294,-82.866,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,1,,,No,Sometimes true,Sometimes true,"I do not know enough places where I can receive free groceries,The places where I can receive free groceries are not open during the times or days that I need,I feel unwelcome at the sites in my community.,I do not face any challenges",,A vehicle owned by you or a household member,Good,1 or 2 times per year,Some months,1 or 2 times per year,1 or 2 times per year,Never,Yes,2,No one in the household under age 18,1,Enter your age in years:,77,A woman,,No,White,Enter zip code (5 digit),37148,,,Enter county,Sumner,Grade 12 or GED (High school graduate),"Yes, and my first name and phone number is:",Janet 6153880009,,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension,Heart disease / stroke",,No,No,1 time,1 time,Rarely,Rarely,Yes,No,Yes,Yes,Yes,No,No,Somewhat,Somewhat,"$2,000 â€“ $2,999",Not working/unemployed,A place you own,,Yes,"Yes, living/staying here",Not applicable,Not applicable,2 weeks,,,,,,,,,None,,Okay,I am taking one day at a time.,Healthy and affordable food,,Thank you for your help.,,,,,,,,,,,,,,,,,,,,,,,,,not meaningful message,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/24 8:52,10/12/24 9:12,IP Address,174.212.160.112,100,1202,TRUE,10/12/24 9:12,R_8sUc9Xat2HBKnb0,,,,,36.1671,-86.7861,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,7,,,No,Sometimes true,Never true,The site does not have the type of groceries I want or need.,,A vehicle owned by you or a household member,Fair,Never,Never,Never,Never,Never,Yes,2,No one in the household under age 18,1,Enter your age in years:,64,A woman,,No,White,Enter zip code (5 digit),37066,,,Enter county,Sumner,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and email address is:",,"Janice,  janharper2018@gmail.com ","Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension",,No,No,None,None,Never,Never,No,No,No,Yes,Yes,No,No,Not at all,Completely,"$1,000 â€“ $1,999",Not working/unemployed,A place you rent,,Don't know,"Yes, living/staying here",No,No,1 week or less,,,,,,,,,None,,Blessed,The Good Lord watches over me.,Something else,Being able to work and take care of myself. ,No,,,,,,,,,,,,,,,,,,,,,,,,,not meaningful message,Neutral,0,Low,Love,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/24 9:03,10/12/24 9:14,IP Address,174.212.99.62,100,676,TRUE,10/12/24 9:14,R_68D96Is0bvy3tPz,,,,,36.1671,-86.7861,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,12,,,No,Often true,Often true,"The places where I can receive free groceries are not open during the times or days that I need,The site does not have the type of groceries I want or need.,I feel uncomfortable asking for help.",,A vehicle owned by you or a household member,Good,Every month,1 or 2 times per year,Never,Some months,Every month,No,6,4,No one in the household over age 60,Enter your age in years:,59,A woman,,No,White,Enter zip code (5 digit),37075,,,Enter county,Sumner,College 4 years or more (College graduate),"Yes, and my first name and phone number is:",Cheryl 615-636-8289 ,,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension,Heart disease / stroke",,No,Yes,None,None,Often,Sometimes,Yes,Yes,No,Yes,Yes,Yes,No,Not at all,Completely,"$4,000 or more",Working for pay full-time (more than 30 hours per week),A place you rent,,Don't know,"Yes, living/staying here",No,No,,Yes,,,,,,I started receiving more income and didnâ€™t qualify anymore.,,None,,Challenging,Tough to pay bills,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Affordable housing in my community",,No,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Low,Frustration,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/24 9:36,10/12/24 10:12,IP Address,107.127.49.131,100,2168,TRUE,10/12/24 10:12,R_3qZNDdePo1vQVjC,,,,,33.5226,-86.8033,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,9,,,No,Often true,Often true,I do not face any challenges,,A vehicle owned by you or a household member,Good,Some months,Every month,Every month,Some months,1 or 2 times per year,No,7,5,No one in the household over age 60,Enter your age in years:,38,A woman,,No,White,Enter zip code (5 digit),37148,,,Enter county,Sumner,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and email address is:",,Brandy brndyhntr@gmail.com,Heart disease / stroke,,No,Yes,None,1 time,Sometimes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,Not at all,Completely,"$4,000 or more","Working, but not for pay (taking care of children, volunteering)",A place you rent,,Yes,"Yes, living/staying here",No,No,,Yes,,,,,,I started receiving more income and didnâ€™t qualify anymore.,,"Housing/utility assistance or referrals,Health care services or health screenings,Financial planning or budgeting assistance",,Challenging ,Every day seems like a challenge to get things right and keep my family on the right path.,"Healthy and affordable food,Being able to save money and pass it on to my family,Better jobs that pay well and offer benefits,Reducing racism and discrimination",,,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Low,Frustration,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
